buy_date,buy_value,num_shares,position_type,cash_balance,sell_date,sell_value,profit_loss,borrowed_value,borrow_cost
2021-01-04 12:33:00,517.638,18.91421082637794,long,9779.214423562185,2021-01-04 12:37:00,517.03,-11.49984018243894,,
2021-01-04 12:37:00,517.03,18.91421082637794,short,9780.727560428295,2021-01-04 12:44:00,516.95,1.513136866108859,9779.214423562185,0.0
2021-01-04 12:44:00,516.95,18.920064920066338,long,9771.078327319061,2021-01-04 12:45:00,516.44,-9.649233109233661,,
2021-01-04 12:45:00,516.44,18.920064920066338,short,9772.213531214267,2021-01-04 12:51:00,516.38,1.1352038952050987,9771.078327319061,0.0
2021-01-04 12:51:00,516.38,18.924461697227365,long,9803.760608863546,2021-01-04 13:00:00,518.047,31.547077649278584,,
2021-01-04 13:00:00,518.047,18.924461697227365,short,9788.147927963335,2021-01-04 13:01:00,518.872,-15.612680900211284,9803.760608863546,0.0
2021-01-04 13:01:00,518.872,18.86428238171136,long,9764.907132069067,2021-01-04 13:04:00,517.64,-23.240795894267844,,
2021-01-04 13:04:00,517.64,18.86428238171136,short,9767.35948877869,2021-01-04 13:10:00,517.51,2.452356709622391,9764.907132069067,0.0
2021-01-04 13:10:00,517.51,18.873759905661128,long,9774.248411144257,2021-01-04 13:18:00,517.875,6.888922365566484,,
2021-01-04 13:18:00,517.875,18.873759905661128,short,9778.495007123032,2021-01-04 13:19:00,517.65,4.246595978774183,9774.248411144257,0.0
2021-01-04 13:19:00,517.65,18.890167115083614,long,9793.040435801646,2021-01-04 13:20:00,518.42,14.545428678614039,,
2021-01-04 13:20:00,518.42,18.890167115083614,short,9792.473730788191,2021-01-04 13:21:00,518.45,-0.5667050134541406,9793.040435801646,0.0
2021-01-04 13:21:00,518.45,18.887980964004612,long,9798.329004887033,2021-01-04 13:28:00,518.76,5.855274098840399,,
2021-01-04 13:28:00,518.76,18.887980964004612,short,9791.340451930351,2021-01-04 13:33:00,519.13,-6.988552956681792,9798.329004887033,0.0
2021-01-04 13:33:00,519.13,18.86105686808767,long,9785.870745438608,2021-01-04 13:34:00,518.84,-5.469706491744738,,
2021-01-04 13:34:00,518.84,18.86105686808767,short,9782.287144633672,2021-01-04 13:35:00,519.03,-3.583600804935542,9785.870745438608,0.0
2021-01-04 13:35:00,519.03,18.847248029273207,long,9772.298103178158,2021-01-04 13:37:00,518.5,-9.989041455514284,,
2021-01-04 13:37:00,518.5,18.847248029273207,short,9759.5762107584,2021-01-04 13:38:00,519.175,-12.721892419758557,9772.298103178158,0.0
2021-01-04 13:38:00,519.175,18.7982399205632,long,9758.730289961975,2021-01-04 13:43:00,519.13,-0.8459207964245747,,
2021-01-04 13:43:00,519.13,18.7982399205632,short,9748.955205203283,2021-01-04 13:44:00,519.65,-9.775084758692524,9758.730289961975,0.0
2021-01-04 13:44:00,519.65,18.760618118355207,long,9768.37244495578,2021-01-04 14:01:00,520.685,19.417239752497043,,
2021-01-04 14:01:00,520.685,18.760618118355207,short,9759.892645566282,2021-01-04 14:02:00,521.137,-8.47979938949652,9768.37244495578,0.0
2021-01-04 14:02:00,521.137,18.728074662835844,long,9763.319883229584,2021-01-04 14:28:00,521.32,3.4272376633009523,,
2021-01-04 14:28:00,521.32,18.728074662835844,short,9765.679620637104,2021-01-04 14:38:00,521.194,2.3597374075190025,9763.319883229584,0.0
2021-01-04 14:38:00,521.194,18.737129783990422,long,9753.687857575349,2021-01-04 14:42:00,520.554,-11.991763061753614,,
2021-01-04 14:42:00,520.554,18.737129783990422,short,9732.027735545054,2021-01-04 14:45:00,521.71,-21.660122030294104,9753.687857575349,0.0
2021-01-04 14:45:00,521.71,18.65409468008099,long,9722.980499625215,2021-01-04 14:50:00,521.225,-9.047235919839535,,
2021-01-04 14:50:00,521.225,18.65409468008099,short,9719.716033056202,2021-01-04 14:56:00,521.4,-3.264466569013325,9722.980499625215,0.0
2021-01-04 14:56:00,521.4,18.64157275231339,long,9722.269928523268,2021-01-04 15:02:00,521.537,2.5538954670680027,,
2021-01-04 15:02:00,521.537,18.64157275231339,short,9710.283397243531,2021-01-04 15:06:00,522.18,-11.986531279735933,9722.269928523268,0.0
2021-01-04 15:06:00,522.18,18.595663175999718,long,9698.865660053469,2021-01-04 15:08:00,521.566,-11.417737190062322,,
2021-01-04 15:08:00,521.566,18.595663175999718,short,9684.546999407949,2021-01-04 15:12:00,522.336,-14.318660645519445,9698.865660053469,0.0
2021-01-04 15:12:00,522.336,18.540837697206296,long,9684.435754381766,2021-01-04 15:19:00,522.33,-0.11124502618271503,,
2021-01-04 15:19:00,522.33,18.540837697206296,short,9692.037497837622,2021-01-04 15:27:00,521.92,7.6017434558560995,9684.435754381766,0.0
2021-01-04 15:27:00,521.92,18.569967615415433,long,9683.959561924918,2021-01-04 15:28:00,521.485,-8.0779359127047,,
2021-01-04 15:28:00,521.485,18.569967615415433,short,9676.995824069138,2021-01-04 15:29:00,521.86,-6.963737855780787,9683.959561924918,0.0
2021-01-04 15:29:00,521.86,18.543279469722027,long,9667.909617128973,2021-01-04 15:30:00,521.37,-9.086206940163962,,
2021-01-04 15:30:00,521.37,18.543279469722027,short,9659.750574162295,2021-01-04 15:33:00,521.81,-8.159042966676596,9667.909617128973,0.0
2021-01-04 15:33:00,521.81,18.512007386141118,long,9664.19345593497,2021-01-04 15:39:00,522.05,4.442881772674037,,
2021-01-04 15:39:00,522.05,18.512007386141118,short,9653.086251503286,2021-01-04 15:41:00,522.65,-11.107204431685092,9664.19345593497,0.0
2021-01-04 15:41:00,522.65,18.469503973028388,long,9650.685215986792,2021-01-04 15:43:00,522.52,-2.4010355164936064,,
2021-01-04 15:43:00,522.52,18.469503973028388,short,9643.482109437311,2021-01-04 15:44:00,522.91,-7.203106549480819,9650.685215986792,0.0
2021-01-04 15:44:00,522.91,18.441953891563198,long,9636.105327880687,2021-01-04 15:46:00,522.51,-7.37678155662486,,
2021-01-04 15:46:00,522.51,18.441953891563198,short,9622.45828200093,2021-01-04 15:50:00,523.25,-13.647045879756934,9636.105327880687,0.0
2021-01-04 15:50:00,523.25,18.38979126994922,long,9605.631622988927,2021-01-04 15:55:00,522.335,-16.826659012002867,,
2021-01-04 15:55:00,522.335,18.38979126994922,short,9595.976982572205,2021-01-04 16:00:00,522.86,-9.654640416722923,9605.631622988927,0.0
2021-01-04 16:00:00,522.86,18.352861153219227,long,9589.369952557046,2021-01-04 16:29:00,522.5,-6.607030015159172,,
2021-01-04 16:29:00,522.5,18.352861153219227,short,9589.369952557046,2021-01-04 16:46:00,522.5,0.0,9589.369952557046,0.0
2021-01-04 16:46:00,522.5,18.352861153219227,long,9580.377050591967,2021-01-04 16:55:00,522.01,-8.992901965077587,,
2021-01-04 16:55:00,522.01,18.352861153219227,short,9460.165810038381,2021-01-04 19:11:00,528.56,-120.2112405535851,9580.377050591967,0.0
2021-01-04 19:11:00,528.56,17.897997975704524,long,9450.142931171988,2021-01-04 19:13:00,528.0,-10.022878866393556,,
2021-01-04 19:13:00,528.0,17.897997975704524,short,9441.193932184135,2021-01-04 19:55:00,528.5,-8.948998987852262,9450.142931171988,0.0
2021-01-04 19:55:00,528.5,17.8641323220135,long,9380.81316493573,2021-01-05 06:32:00,525.12,-60.38076724840555,,
2021-01-05 06:32:00,525.12,17.8641323220135,short,9421.18610398348,2021-01-05 07:54:00,522.86,40.37293904775035,9380.81316493573,0.0
2021-01-05 07:54:00,522.86,18.01856348541384,long,9411.095708431647,2021-01-05 08:22:00,522.3,-10.090395551832815,,
2021-01-05 08:22:00,522.3,18.01856348541384,short,9439.925410008307,2021-01-05 08:47:00,520.7,28.829701576660504,9411.095708431647,0.0
2021-01-05 08:47:00,520.7,18.129297887475143,long,9445.36419937455,2021-01-05 09:06:00,521.0,5.438789366241719,,
2021-01-05 09:06:00,521.0,18.129297887475143,short,9429.410417233572,2021-01-05 09:10:00,521.88,-15.953782140978044,9445.36419937455,0.0
2021-01-05 09:10:00,521.88,18.06815823030883,long,9425.435422422903,2021-01-05 09:28:00,521.66,-3.974994810668435,,
2021-01-05 09:28:00,521.66,18.06815823030883,short,9412.42634849708,2021-01-05 09:34:00,522.38,-13.00907392582285,9425.435422422903,0.0
2021-01-05 09:34:00,522.38,18.01835129311436,long,9365.758818647913,2021-01-05 09:36:00,519.79,-46.66752984916677,,
2021-01-05 09:36:00,519.79,18.01835129311436,short,9347.019733303074,2021-01-05 09:37:00,520.83,-18.739085344840326,9365.758818647913,0.0
2021-01-05 09:37:00,520.83,17.946392744855466,long,9363.799610519512,2021-01-05 09:39:00,521.765,16.77987721643888,,
2021-01-05 09:39:00,521.765,17.946392744855466,short,9340.917959769822,2021-01-05 09:40:00,523.04,-22.881650749690312,9363.799610519512,0.0
2021-01-05 09:40:00,523.04,17.858897904117892,long,9346.4542181201,2021-01-05 09:46:00,523.35,5.536258350277603,,
2021-01-05 09:46:00,523.35,17.858897904117892,short,9338.149830594684,2021-01-05 09:47:00,523.815,-8.304387525415388,9346.4542181201,0.0
2021-01-05 09:47:00,523.815,17.82719057414294,long,9344.211075389892,2021-01-05 09:57:00,524.155,6.06124479520714,,
2021-01-05 09:57:00,524.155,17.82719057414294,short,9333.693032951149,2021-01-05 10:02:00,524.745,-10.518042438744901,9344.211075389892,0.0
2021-01-05 10:02:00,524.745,17.78710236962934,long,9344.632100908471,2021-01-05 10:09:00,525.36,10.939067957322207,,
2021-01-05 10:09:00,525.36,17.78710236962934,short,9377.449304780439,2021-01-05 10:25:00,523.515,32.81720387196662,9344.632100908471,0.0
2021-01-05 10:25:00,523.515,17.91247491433949,long,9399.302524175933,2021-01-05 10:40:00,524.735,21.85321939549467,,
2021-01-05 10:40:00,524.735,17.91247491433949,short,9395.89915394221,2021-01-05 10:42:00,524.925,-3.4033702337234444,9399.302524175933,0.0
2021-01-05 10:42:00,524.925,17.899507841962585,long,9344.312772341675,2021-01-05 10:57:00,522.043,-51.58638160053524,,
2021-01-05 10:57:00,522.043,17.899507841962585,short,9344.72446102204,2021-01-05 11:05:00,522.02,0.411688680365579,9344.312772341675,0.0
2021-01-05 11:05:00,522.02,17.901085132795757,long,9341.323254846811,2021-01-05 11:06:00,521.83,-3.4012061752301355,,
2021-01-05 11:06:00,521.83,17.901085132795757,short,9379.989598733653,2021-01-05 11:22:00,519.67,38.6663438868403,9341.323254846811,0.0
2021-01-05 11:22:00,519.67,18.04989627789492,long,9404.627707152978,2021-01-05 11:37:00,521.035,24.63810841932673,,
2021-01-05 11:37:00,521.035,18.04989627789492,short,9398.671241381271,2021-01-05 11:40:00,521.365,-5.956465771706062,9404.627707152978,0.0
2021-01-05 11:40:00,521.365,18.027046774105035,long,9389.567582760348,2021-01-05 11:41:00,520.86,-9.10365862092296,,
2021-01-05 11:41:00,520.86,18.027046774105035,short,9389.387312292607,2021-01-05 11:43:00,520.87,-0.1802704677408864,9389.567582760348,0.0
2021-01-05 11:43:00,520.87,18.026354584239076,long,9378.030708904536,2021-01-05 11:44:00,520.24,-11.356603388070535,,
2021-01-05 11:44:00,520.24,18.026354584239076,short,9384.9348027103,2021-01-05 11:51:00,519.857,6.904093805764255,9378.030708904536,0.0
2021-01-05 11:51:00,519.857,18.052916095599947,long,9377.767795020349,2021-01-05 11:55:00,519.46,-7.167007689951997,,
2021-01-05 11:55:00,519.46,18.052916095599947,short,9386.036030592135,2021-01-05 12:04:00,519.002,8.268235571786287,9377.767795020349,0.0
2021-01-05 12:04:00,519.002,18.084778152284837,long,9370.17568015258,2021-01-05 12:07:00,518.125,-15.860350439552947,,
2021-01-05 12:07:00,518.125,18.084778152284837,short,9366.46830063136,2021-01-05 12:12:00,518.33,-3.707379521219132,9370.17568015258,0.0
2021-01-05 12:12:00,518.33,18.070473058922616,long,9358.336587754844,2021-01-05 12:13:00,517.88,-8.131712876516,,
2021-01-05 12:13:00,517.88,18.070473058922616,short,9366.468300631359,2021-01-05 12:23:00,517.43,8.131712876516,9358.336587754844,0.0
2021-01-05 12:23:00,517.43,18.10190422014835,long,9384.75122389371,2021-01-05 12:31:00,518.44,18.282923262351726,,
2021-01-05 12:31:00,518.44,18.10190422014835,short,9387.647528568936,2021-01-05 12:33:00,518.28,2.8963046752252177,9384.75122389371,0.0
2021-01-05 12:33:00,518.28,18.11308082227548,long,9392.719191199172,2021-01-05 12:43:00,518.56,5.0716626302366405,,
2021-01-05 12:43:00,518.56,18.11308082227548,short,9399.837631962324,2021-01-05 12:50:00,518.167,7.118440763152732,9392.719191199172,0.0
2021-01-05 12:50:00,518.167,18.140556291624755,long,9396.33650459804,2021-01-05 12:52:00,517.974,-3.5011273642832808,,
2021-01-05 12:52:00,517.974,18.140556291624755,short,9390.18685601518,2021-01-05 12:54:00,518.313,-6.149648582859736,9396.33650459804,0.0
2021-01-05 12:54:00,518.313,18.116826813171155,long,9407.162322739123,2021-01-05 13:01:00,519.25,16.975466723941587,,
2021-01-05 13:01:00,519.25,18.116826813171155,short,9404.807135253412,2021-01-05 13:03:00,519.38,-2.3551874857121677,9407.162322739123,0.0
2021-01-05 13:03:00,519.38,18.107757586455797,long,9405.53144555687,2021-01-05 13:05:00,519.42,0.7243103034575731,,
2021-01-05 13:05:00,519.42,18.107757586455797,short,9404.173363737884,2021-01-05 13:12:00,519.495,-1.3580818189850081,9405.53144555687,0.0
2021-01-05 13:12:00,519.495,18.102529117196283,long,9404.625926965813,2021-01-05 13:19:00,519.52,0.4525632279294955,,
2021-01-05 13:19:00,519.52,18.102529117196283,short,9399.73824410417,2021-01-05 13:22:00,519.79,-4.887682861642667,9404.625926965813,0.0
2021-01-05 13:22:00,519.79,18.083722742076937,long,9394.493964508969,2021-01-05 13:24:00,519.5,-5.244279595201654,,
2021-01-05 13:24:00,519.5,18.083722742076937,short,9390.334708278291,2021-01-05 13:30:00,519.73,-4.159256230678024,9394.493964508969,0.0
2021-01-05 13:30:00,519.73,18.06771729220613,long,9408.312086984037,2021-01-05 13:38:00,520.725,17.97737870574518,,
2021-01-05 13:38:00,520.725,18.06771729220613,short,9408.041071224654,2021-01-05 13:41:00,520.74,-0.27101575938284544,9408.312086984037,0.0
2021-01-05 13:41:00,520.74,18.06667640516314,long,9414.545074730513,2021-01-05 13:47:00,521.1,6.504003505858977,,
2021-01-05 13:47:00,521.1,18.06667640516314,short,9419.061743831804,2021-01-05 13:48:00,520.85,4.516669101290785,9414.545074730513,0.0
2021-01-05 13:48:00,520.85,18.084019859521558,long,9411.828135887996,2021-01-05 13:49:00,520.45,-7.233607943808212,,
2021-01-05 13:49:00,520.45,18.084019859521558,short,9408.934692710473,2021-01-05 13:54:00,520.61,-2.8934431775228737,9411.828135887996,0.0
2021-01-05 13:54:00,520.61,18.072904271355664,long,9405.59120542027,2021-01-05 13:55:00,520.425,-3.343487290201866,,
2021-01-05 13:55:00,520.425,18.072904271355664,short,9404.687560206701,2021-01-05 13:56:00,520.475,-0.9036452135690161,9405.59120542027,0.0
2021-01-05 13:56:00,520.475,18.06943188473356,long,9421.401784700078,2021-01-05 14:13:00,521.4,16.71422449337772,,
2021-01-05 14:13:00,521.4,18.06943188473356,short,9420.660937992803,2021-01-05 14:19:00,521.441,-0.7408467072750456,9421.401784700078,0.0
2021-01-05 14:19:00,521.441,18.0665903486546,long,9425.701516700079,2021-01-05 14:25:00,521.72,5.040578707274568,,
2021-01-05 14:25:00,521.72,18.0665903486546,short,9422.810862244296,2021-01-05 14:26:00,521.88,-2.8906544557841607,9425.701516700079,0.0
2021-01-05 14:26:00,521.88,18.055512497593885,long,9420.102535369657,2021-01-05 14:27:00,521.73,-2.708326874638672,,
2021-01-05 14:27:00,521.73,18.055512497593885,short,9417.935873869945,2021-01-05 14:29:00,521.85,-2.1666614997113482,9420.102535369657,0.0
2021-01-05 14:29:00,521.85,18.047208726396367,long,9420.642955178904,2021-01-05 14:35:00,522.0,2.7070813089590446,,
2021-01-05 14:35:00,522.0,18.047208726396367,short,9422.104779085743,2021-01-05 14:36:00,521.919,1.4618239068384176,9420.642955178904,0.0
2021-01-05 14:36:00,521.919,18.052810453510492,long,9442.66693019229,2021-01-05 14:49:00,523.058,20.562151106548633,,
2021-01-05 14:49:00,523.058,18.052810453510492,short,9460.503106920356,2021-01-05 15:03:00,522.07,17.836176728067333,9442.66693019229,0.0
2021-01-05 15:03:00,522.07,18.1211391325308,long,9458.690993007101,2021-01-05 15:10:00,521.97,-1.812113913253492,,
2021-01-05 15:10:00,521.97,18.1211391325308,short,9458.147358833125,2021-01-05 15:19:00,522.0,-0.5436341739754296,9458.690993007101,0.0
2021-01-05 15:19:00,522.0,18.119056242975333,long,9446.768591512535,2021-01-05 15:22:00,521.372,-11.378767320589283,,
2021-01-05 15:22:00,521.372,18.119056242975333,short,9444.811733438293,2021-01-05 15:32:00,521.48,-1.95685807424244,9446.768591512535,0.0
2021-01-05 15:32:00,521.48,18.111551226199072,long,9439.649941338826,2021-01-05 15:34:00,521.195,-5.161792099466159,,
2021-01-05 15:34:00,521.195,18.111551226199072,short,9443.181693827937,2021-01-05 15:43:00,521.0,3.531752489109725,9439.649941338826,0.0
2021-01-05 15:43:00,521.0,18.125108817328094,long,9443.36294491611,2021-01-05 15:50:00,521.01,0.18125108817311608,,
2021-01-05 15:50:00,521.01,18.125108817328094,short,9447.531719944098,2021-01-05 15:59:00,520.78,4.168775027985792,9443.36294491611,0.0
2021-01-05 15:59:00,520.78,18.141118552832477,long,9447.894542315153,2021-01-05 16:15:00,520.8,0.36282237105631954,,
2021-01-05 16:15:00,520.8,18.141118552832477,short,9447.894542315153,2021-01-05 16:51:00,520.8,0.0,9447.894542315153,0.0
2021-01-05 16:51:00,520.8,18.141118552832477,long,9447.894542315153,2021-01-05 17:14:00,520.8,0.0,,
2021-01-05 17:14:00,520.8,18.141118552832477,short,9446.080430459868,2021-01-05 17:28:00,520.9,-1.8141118552836601,9447.894542315153,0.0
2021-01-05 17:28:00,520.9,18.134153254866323,long,9447.893845785355,2021-01-05 19:21:00,521.0,1.8134153254870446,,
2021-01-05 19:21:00,521.0,18.134153254866323,short,9629.235378334019,2021-01-06 05:26:00,511.0,181.34153254866322,9447.893845785355,0.0
2021-01-06 05:26:00,511.0,18.843904849968727,long,9608.507082999053,2021-01-06 05:27:00,509.9,-20.728295334966027,,
2021-01-06 05:27:00,509.9,18.843904849968727,short,9644.310502213992,2021-01-06 06:53:00,508.0,35.80341921494015,9608.507082999053,0.0
2021-01-06 06:53:00,508.0,18.98486319333463,long,9702.594032217528,2021-01-06 07:17:00,511.07,58.28353000353718,,
2021-01-06 07:17:00,511.07,18.98486319333463,short,9703.922972641061,2021-01-06 07:36:00,511.0,1.3289404235332944,9702.594032217528,0.0
2021-01-06 07:36:00,511.0,18.990064525716363,long,9723.292838457292,2021-01-06 07:41:00,512.02,19.369865816230345,,
2021-01-06 07:41:00,512.02,18.990064525716363,short,9745.511213952379,2021-01-06 08:07:00,510.85,22.21837549508737,9723.292838457292,0.0
2021-01-06 08:07:00,510.85,19.077050433497853,long,9776.98834716765,2021-01-06 08:36:00,512.5,31.477133215271024,,
2021-01-06 08:36:00,512.5,19.077050433497853,short,9862.83507411839,2021-01-06 09:37:00,508.0,85.84672695074033,9776.98834716765,0.0
2021-01-06 09:37:00,508.0,19.415029673461397,long,9829.2470727833,2021-01-06 09:38:00,506.27,-33.58800133508857,,
2021-01-06 09:38:00,506.27,19.415029673461397,short,9840.896090587376,2021-01-06 09:39:00,505.67,11.649017804076177,9829.2470727833,0.0
2021-01-06 09:39:00,505.67,19.461103270091908,long,9871.060800656018,2021-01-06 09:42:00,507.22,30.164710068642677,,
2021-01-06 09:42:00,507.22,19.461103270091908,short,9871.839244786821,2021-01-06 09:48:00,507.18,0.7784441308040746,9871.060800656018,0.0
2021-01-06 09:48:00,507.18,19.464172965784968,long,9866.3892763564,2021-01-06 09:53:00,506.9,-5.449968430420366,,
2021-01-06 09:53:00,506.9,19.464172965784968,short,9859.96609927769,2021-01-06 09:58:00,507.23,-6.423177078709836,9866.3892763564,0.0
2021-01-06 09:58:00,507.23,19.438846478476606,long,9838.486173918973,2021-01-06 09:59:00,506.125,-21.479925358717004,,
2021-01-06 09:59:00,506.125,19.438846478476606,short,9830.030275700836,2021-01-06 10:04:00,506.56,-8.455898218137367,9838.486173918973,0.0
2021-01-06 10:04:00,506.56,19.405460904336774,long,9835.269750145007,2021-01-06 10:08:00,506.83,5.239474444170576,,
2021-01-06 10:08:00,506.83,19.405460904336774,short,9832.358931009358,2021-01-06 10:09:00,506.98,-2.910819135651178,9835.269750145007,0.0
2021-01-06 10:09:00,506.98,19.393977930114318,long,9834.880148140272,2021-01-06 10:15:00,507.11,2.5212171309147733,,
2021-01-06 10:15:00,507.11,19.393977930114318,short,9823.825580720106,2021-01-06 10:22:00,507.68,-11.054567420165029,9834.880148140272,0.0
2021-01-06 10:22:00,507.68,19.350428578474837,long,9822.084042148042,2021-01-06 10:29:00,507.59,-1.7415385720633514,,
2021-01-06 10:29:00,507.59,19.350428578474837,short,9812.312075715912,2021-01-06 10:30:00,508.095,-9.771966432130805,9822.084042148042,0.0
2021-01-06 10:30:00,508.095,19.311963462966396,long,9808.160003571373,2021-01-06 10:31:00,507.88,-4.15207214453839,,
2021-01-06 10:31:00,507.88,19.311963462966396,short,9802.849213619056,2021-01-06 10:37:00,508.155,-5.31078995231532,9808.160003571373,0.0
