buy_date,buy_value,num_shares,position_type,cash_balance,borrowed_value,sell_date,sell_value,profit_loss,borrow_cost
2021-03-31 11:34:00,132.486,21.538277389105968,short,2849.772557907388,2853.520218173093,2021-03-31 11:38:00,132.66,-3.7476602657045803,0.0
2021-03-31 11:38:00,132.66,21.48177715895815,long,2846.8295544366106,,2021-03-31 11:40:00,132.523,-2.9430034707772763,
2021-03-31 11:40:00,132.523,21.48177715895815,short,2845.927319795934,2846.8295544366106,2021-03-31 11:46:00,132.565,-0.9022346406762765,0.0
2021-03-31 11:46:00,132.565,21.468165200437024,long,2844.1025257538968,,2021-03-31 11:48:00,132.48,-1.8247940420373179,
2021-03-31 11:48:00,132.48,21.468165200437024,short,2835.4293870129204,2844.1025257538968,2021-03-31 12:00:00,132.884,-8.67313874097648,0.0
2021-03-31 12:00:00,132.884,21.33762820966347,long,2837.776526115984,,2021-03-31 12:06:00,132.994,2.347139103063273,
2021-03-31 12:06:00,132.994,21.33762820966347,short,2837.4564616928396,2837.776526115984,2021-03-31 12:10:00,133.009,-0.320064423144661,0.0
2021-03-31 12:10:00,133.009,21.33281553648881,long,2846.7149036356764,,2021-03-31 12:20:00,133.443,9.258441942836695,
2021-03-31 12:20:00,133.443,21.33281553648881,short,2842.874996839109,2846.7149036356764,2021-03-31 12:25:00,133.623,-3.839906796567525,0.0
2021-03-31 12:25:00,133.623,21.275341796240983,long,2845.534414563639,,2021-03-31 12:35:00,133.748,2.659417724530123,
2021-03-31 12:35:00,133.748,21.275341796240983,short,2845.2152844366956,2845.534414563639,2021-03-31 12:36:00,133.763,-0.31913012694392917,0.0
2021-03-31 12:36:00,133.763,21.270570220738886,long,2844.513355619411,,2021-03-31 12:37:00,133.73,-0.7019288172847121,
2021-03-31 12:37:00,133.73,21.270570220738886,short,2844.8324141727217,2844.513355619411,2021-03-31 12:49:00,133.715,0.31905855331079314,0.0
2021-03-31 12:49:00,133.715,21.27534243856502,long,2842.0027936283923,,2021-03-31 12:51:00,133.582,-2.8296205443293556,
2021-03-31 12:51:00,133.582,21.27534243856502,short,2843.4069662293377,2842.0027936283923,2021-03-31 12:59:00,133.516,1.4041726009453446,0.0
2021-03-31 12:59:00,133.516,21.296376211310537,long,2848.134761748249,,2021-03-31 13:10:00,133.738,4.727795518911118,
2021-03-31 13:10:00,133.738,21.296376211310537,short,2844.9403053165524,2848.134761748249,2021-03-31 13:12:00,133.888,-3.1944564316967017,0.0
2021-03-31 13:12:00,133.888,21.248657873121957,long,2846.3002194204323,,2021-03-31 13:19:00,133.952,1.3599141038796554,
2021-03-31 13:19:00,133.952,21.248657873121957,short,2840.350595215958,2846.3002194204323,2021-03-31 13:24:00,134.232,-5.949624204474172,0.0
2021-03-31 13:24:00,134.232,21.16001099004677,long,2841.23931567754,,2021-03-31 13:32:00,134.274,0.8887204615819981,
2021-03-31 13:32:00,134.274,21.16001099004677,short,2840.92191551269,2841.23931567754,2021-03-31 13:34:00,134.289,-0.3174001648504129,0.0
2021-03-31 13:34:00,134.289,21.155283869212596,long,2841.0276919320363,,2021-03-31 13:35:00,134.294,0.10577641934656805,
2021-03-31 13:35:00,134.294,21.155283869212592,short,2840.266101712745,2841.0276919320363,2021-03-31 13:37:00,134.33,-0.7615902192916821,0.0
2021-03-31 13:37:00,134.33,21.14394477564762,long,2838.6168740202443,,2021-03-31 13:40:00,134.252,-1.6492276925005767,
2021-03-31 13:40:00,134.252,21.14394477564762,short,2837.728828339667,2838.6168740202443,2021-03-31 13:46:00,134.294,-0.8880456805772337,0.0
2021-03-31 13:46:00,134.294,21.13071937941879,long,2835.193142014137,,2021-03-31 13:49:00,134.174,-2.535686325530351,
2021-03-31 13:49:00,134.174,21.13071937941879,short,2833.227985111851,2835.193142014137,2021-03-31 13:54:00,134.267,-1.9651569022857216,0.0
2021-03-31 13:54:00,134.267,21.1014470056816,long,2831.160043305295,,2021-03-31 13:58:00,134.169,-2.067941806556475,
2021-03-31 13:58:00,134.169,21.1014470056816,short,2838.587752651295,2831.160043305295,2021-03-31 14:10:00,133.817,7.427709346000005,0.0
2021-03-31 14:10:00,133.817,21.21245994642904,long,2836.911968315527,,2021-03-31 14:11:00,133.738,-1.6757843357680582,
2021-03-31 14:11:00,133.738,21.21245994642904,short,2832.478564186723,2836.911968315527,2021-03-31 14:15:00,133.947,-4.433404128803737,0.0
2021-03-31 14:15:00,133.947,21.146263553395915,long,2830.808009366004,,2021-03-31 14:20:00,133.868,-1.6705548207184409,
2021-03-31 14:20:00,133.868,21.146263553395915,short,2829.60267234346,2830.808009366004,2021-03-31 14:21:00,133.925,-1.2053370225439133,0.0
2021-03-31 14:21:00,133.925,21.12826337385447,long,2826.8559981048584,,2021-03-31 14:22:00,133.795,-2.7466742386015857,
